Year,Month,Day,Title,Summary,Story,Categories,Tags,Rebbe,Sources
1919,12,16,Decision to transfer Schneersohn library to Rumyantsev Museum,"On 16 December 1919, Soviet authorities ruled regarding the disposition of the Schneersohn library that would lead to its transfer to the Rumyantsev Museum.","This was one of two key decisions cited by the Soviet Scientific Council, the other being 21 May 1921, that resulted in the library being given by Narkompros to the Rumyantsev Museum, later renamed the Russian State Library named after Lenin.",conflict,"soviet, library, frierdiker rebbe, rumyantsev museum, narkompros, nationalization",,Chabad Library/מבית_הגנזים
1919,12,24,Author's wedding on 8th day of Chanukah 5680 in Belitsa,"On the eighth day of Chanukah 5680 the author married in Belitsa near Gomel, amid acute famine and political collapse.","The original tenaim date had been advanced once his future brother-in-law saw the father-in-law's failing health and the spreading famine. The author's mother brought three or four pounds of meat, an uncle obtained a small amount of wheat flour for challos, and a brother-in-law procured a pound of sugar. About ten chassidim joined for sheva brachos on Shabbat, where the author began to chazer a maamer but stopped midway, overwhelmed by the surrounding conditions.",general,"wedding, belitsa, gomel, famine, russian civil war, chanukah",,Chabad Library/זכרון_לבני_ישראל
1920,,,Defiant Purim farbrengen in Rostov under Bolshevik police visit,The Rashab led a 12-hour Purim celebration that continued despite a curfew and visits from Bolshevik police officers.,"Despite government bans on meetings and a 9 p.m. curfew, the Rashab encouraged singing and sent for additional liquor. When three police officers entered during a maamar, the Rashab declared 'We have to say chasidut, and they will be batul' and continued teaching about evil as a false reality. The officers gazed silently and left. The farbrengen lasted until morning light.",rebbe,"rashab, purim, rostov, bolsheviks, farbrengen",,Undaunted
1920,,,Final volume of Rebbe Rashab's discourses,Rebbe Rashab's last year of recorded discourses is 5680.,A volume of Rebbe Rashab's discourses from 1920—his final year—is preserved in the archive. It marks the close of nearly four decades of teaching.,rebbe,"rebbe rashab, drushim, rostov",,Chabad Library/תערוכות_הספריה
1920,,,Founding of Yeshivat Tzemach Tzedek in Jerusalem,"Kolel Chabad founded Yeshivat Tzemach Tzedek in the Chabad synagogue of the Old City of Jerusalem in 5680, soon after WWI ended.","Following WWI, the managers of Kolel Chabad established Yeshivat Tzemach Tzedek in the Chabad synagogue in Jerusalem's Old City in 5680, with Yeshivat Midrash Shmuel founded subsequently. By this period most of the Chabad community had relocated to the New City and prayed primarily at the 'Ohel Yitzchak' synagogue. R' Avraham Zalman remained living inside the Old City synagogue throughout the war years.","education, organization","tzemach tzedek yeshiva, jerusalem, kolel chabad, old city",,Chabad Library/תולדות_חב״ד_בארץ_הקודש
1920,,,Massacre at Tetiev synagogue burning,"In winter 1920 the Jews of nearby Tetiev (Titov) were gathered into their synagogue and burned alive by pogromists, reducing the community of 8,000 to under 2,000.","While fleeing Zhivotov through the fields, the Levin family watched a column of smoke rising from Tetiev in the distance. They later learned that pogromists had locked the Jews of Tetiev inside the synagogue and set it on fire. Tetiev was a deeply religious Chernobyl chassidic town of about 8,000 souls; fewer than 2,000 survived, most of them young orphans.",conflict,"pogrom, tetiev, titov, ukraine, synagogue, massacre",,Chabad Library/זכרונותי
1920,,,Mufti of Jerusalem organizes Balfour-protest riots,Mohammed Amin al-Husseini organized Palestine riots to protest the Balfour Declaration.,"Al-Husseini, later appointed mufti of Jerusalem by the British Mandate, would go on to instigate the 1929 Hebron massacre and lead the 1936 Arab Revolt. During World War II he traveled to Berlin, where he met with Hitler and other top German officials and encouraged the Holocaust.",conflict,"mufti, husseini, palestine, balfour-declaration, arab-riots",,Undaunted
1920,,,Passing of Rebbe Rashab in Rostov,"In 5680 (1920) the Rebbe Rashab passed away in Rostov-on-Don, far from his original home in Lubavitch.","Displaced by the war and unable to return to Lubavitch, the Rashab eventually settled in Rostov, where he passed away in 1920. His son and successor, the Rebbe Rayatz, would lead Chabad through Soviet repression. The Rashab's resting place in Rostov became an important pilgrimage site.","rebbe, calendar","rashab, rostov, russia, passing",,Chabad Library/תולדות_חב״ד_ברוסיה
1920,,,Passing of the Rashab in Rostov,The Rashab passed away in Rostov in 1920.,"His passing in Soviet Rostov launched the succession of his son, the Rayatz, as sixth Rebbe. The Rashab left explicit instructions for the succession, easing what could have been a fraught transition.",rebbe,"rashab, rostov, russia",,Undaunted
1920,,,Passing of the Rebbe Rashab in Rostov,"Rabbi Shalom Dovber Schneersohn, the fifth Lubavitcher Rebbe, passed away in Rostov after a brief illness.","Two weeks after the Purim farbrengen, the Rashab fell ill on a Friday and was diagnosed with typhoid. On the following Shabbat night, after blessing each of his granddaughters and the Rayatz, he whispered the words 'bekhol levavkha uvekhol nafshekha' of Shema and his soul ascended, thrusting the Rayatz into the leadership of Chabad.",rebbe,"rashab, rostov, typhoid, rayatz, leadership succession",,Undaunted; Undaunted; Undaunted
1920,,,Passing of the Rebbe Rashab in Rostov-on-Don,"Two weeks after Purim, the fifth Lubavitcher Rebbe passed away from typhoid after blessing his children and reciting Shema.","Diagnosed with typhoid on Sunday after a Friday onset of illness, the Rashab's condition deteriorated through the week. Late at night he asked to be moved to his study, telling Chasidim 'I am going to heaven, and I am leaving you my manuscripts.' After blessing each of his daughters and his son, he passed at dawn while whispering 'with all your heart and all your soul' from the Shema.",rebbe,"rashab, rostov, passing, rayatz, leadership transition",,Undaunted
1920,,,"Pogromist Sokolov extorts Zhivotov, kills ten","The pogromist Sokolov entered Zhivotov in late winter 1920, demanded tribute, and had ten Jews killed including the rabbi's wife.","When Sokolov's band approached Zhivotov, the town's elders went out to greet him with bread, water, and a Torah scroll, begging him to restrain his men. He agreed but said ten Jews would die regardless. Among the dead was the wife of the town's rabbi, Reb Chaim. The town considered itself spared compared to neighboring Tetiev.",conflict,"pogrom, sokolov, zhivotov, ukraine",,Chabad Library/זכרונותי
1920,,,Polish-Bolshevik war reaches Lipovets,"In summer 1920 Polish troops occupied Lipovets, demanding flour and lodging from Jewish residents before being driven out by the advancing Soviet army.","Unlike the pogromists, the Polish soldiers did not murder, but they demanded that locals bake bread for them and house their men. The Levin family hosted a Polish soldier and baked from flour the army provided. Soviet forces eventually captured the Poles or drove them back, and Lipovets quieted from major fighting.",conflict,"polish-soviet war, lipovets, ukraine",,Chabad Library/זכרונותי
1920,,,R' Alter Simchowitz sent to direct Tomchei Tmimim branch in Shchedrin,In the summer of 5680 the Rebbe Rashab sent R' Alter Simchowitz to direct the Shchedrin branch of Tomchei Tmimim.,"The Rashab arranged for Simchowitz to travel from Lubavitch to Shchedrin with full instructions and orientation. The branch operated until 5678 when the yeshiva and its branches were relocated to Kremenchug, after which Simchowitz served there as supervisor of chassidus studies.","education, organization, location","shchedrin, russia, tomchei tmimim, alter simchowitz, rashab",,Chabad Library/תולדות_חבד_בפולין_HISTORY
1920,,,R. David Stockhamer arrives in United States,R. David Stockhamer arrived in the US with his wife and three daughters around 5680.,"Around 5680 (1919-1920), the chassid R. David Stockhamer arrived in the United States with his wife and three daughters and settled in Newark, New Jersey. He later became distressed at the lack of suitable chassidic young men for his daughters in America, leading him to consult the Rebbe Rayatz.","location, general","david stockhamer, newark, new jersey, immigration, chassidim",,Chabad Library/תולדות_חבד_בפולין_HISTORY
1920,,,Rabbi Mordechai Dubin establishes Derech Eretz School in Riga,"Latvian parliamentarian Rabbi Mordechai Dubin founds the Derech Eretz School, an Orthodox school teaching both religious and secular subjects.","The school laid the foundation for educational change in Riga. Its founding dean was an eighteen-year-old Rabbi Chaim Mordechai Aizek Hodakov. The opportunity to fulfill the Rebbe's later mission of transforming Jewish education in Latvia came in 1934, when Hodakov was appointed chief inspector of all Jewish schools.","education, organization","dubin, derech eretz, riga, latvia, torah im derech eretz",,Undaunted; Undaunted
1920,,,Rashab buried in Rostov Jewish cemetery,"Rabbi Sholom DovBer Schneersohn, the fifth Lubavitcher Rebbe, was buried in Rostov hours after his Saturday night passing.","The casket was carried to the cemetery by yeshivah students and elders of anash, with the whole Jewish community of the city present. Standing at his father's fresh grave, the Rayatz publicly appointed three rabbis as a beit din and declared he was purchasing the plot conditionally, reserving the right to later reinter the Rashab in the ancestral burial ground in Lubavitch. The German invasion and the revolution had prevented the return to Lubavitch.","rebbe, location","rashab, rostov, funeral, russia, rayatz",,Undaunted; Undaunted
1920,,,Rashab's final Purim farbrengen in Rostov,"Defying Bolshevik curfew, the Rashab led a twelve-hour Purim farbrengen as police looked on without intervening.","At the 1920 Purim celebration in Rostov, the Rashab insisted on a full farbrengen despite the 9 p.m. curfew. When Bolshevik officers entered the room, the Rashab continued teaching a maamar on evil as a false reality. The officers stood silently and then departed, and the farbrengen continued until morning light.","rebbe, calendar","purim, rostov, rashab, farbrengen, bolshevik police",,Undaunted; Undaunted
1920,,,Rayatz accepts position of sixth Lubavitcher Rebbe,"Following the passing of his father, the Rashab, in Rostov, Yosef Yitzchak accepted the role of sixth Lubavitcher Rebbe.","The Rashab left explicit instructions that his son succeed him, easing the succession. The Rayatz took on leadership during one of the most perilous periods in Russian Jewish history, as Bolshevik anti-religious campaigns intensified.",rebbe,"rostov, rashab, succession, russia",,Undaunted
1920,,,Rayatz delivers first maamar to Rivkin at end of shivah,The Rayatz privately recited a chasidic discourse to Berel Rivkin in his father's Rostov study at the close of the shivah.,"On the Shabbat that ended his week of mourning for his father, the Rayatz invited Berel Rivkin into the Rashab's study and recited a maamar his father had said on Purim, adding insights of his own. He asked Rivkin to keep it private, but news of the discourse soon spread among the Chasidim. It was his first step toward accepting the position of sixth Lubavitcher Rebbe.",rebbe,"rayatz, rostov, maamar, succession",,Undaunted
